eq,variable,beta,beta_estimate
V1,V1.L1,0,0.165999107462597
V1,V1.L2,0,-0.0233106317526865
V1,V10.L1,0,-0.10052894264038
V1,V10.L2,0,0.0871078066352166
V1,V2.L1,0,0.0949893779868259
V1,V2.L2,0,-0.213124750963044
V1,V3.L1,0,0.0723004599835699
V1,V3.L2,0,-0.128838537768793
V1,V4.L1,-0.84078614442938,0.0177516180274406
V1,V4.L2,0,0.00908145433961786
V1,V5.L1,0,-0.0455261615404336
V1,V5.L2,0,-0.052497304420486
V1,V6.L1,0,-0.0494340554432865
V1,V6.L2,0,-0.0113768734947699
V1,V7.L1,0,-0.983546979312699
V1,V7.L2,0,-0.312296624078914
V1,V8.L1,0,-0.511476960249705
V1,V8.L2,0,0.00103362585171849
V1,V9.L1,0,-0.00708397669971997
V1,V9.L2,0,0.09931818780066
V10,V1.L1,0,0.0822596375058617
V10,V1.L2,0,0.116019553667511
V10,V10.L1,0,0.336566722128109
V10,V10.L2,0,0.195427448947145
V10,V2.L1,0,0.102206128956808
V10,V2.L2,0,0.051397269649319
V10,V3.L1,0,0.115375469758384
V10,V3.L2,0,0.0121730078368479
V10,V4.L1,0,-0.0182761385292576
V10,V4.L2,0,0.0158109352386712
V10,V5.L1,0,-0.125814440629656
V10,V5.L2,0.228402701066457,-0.0769288209204935
V10,V6.L1,0,-0.0407279571428115
V10,V6.L2,0,0.0157090859843495
V10,V7.L1,0,-0.0789476910293941
V10,V7.L2,0,-0.0984337255148721
V10,V8.L1,0,0.119620342439568
V10,V8.L2,0,0.0110427310862956
V10,V9.L1,0,0.0614266959954622
V10,V9.L2,0,-0.031951004381406
V2,V1.L1,0,0.132524058656117
V2,V1.L2,0,-0.0341027463491908
V2,V10.L1,0,0.0197835531227239
V2,V10.L2,0,-0.0912988008266502
V2,V2.L1,0,-0.0534940385430413
V2,V2.L2,0,-0.11754720766587
V2,V3.L1,0,0.136043733596412
V2,V3.L2,0,-0.0989187320829434
V2,V4.L1,0,-0.00417016667218414
V2,V4.L2,0,0.0109473121243003
V2,V5.L1,0,0.0299948085209574
V2,V5.L2,0,0.0201181925723106
V2,V6.L1,0,-0.0282047908593125
V2,V6.L2,0,-0.0278113217808904
V2,V7.L1,0,-0.117258828159389
V2,V7.L2,0,-0.148429590477882
V2,V8.L1,0,-0.139224506524421
V2,V8.L2,0,-0.0879068015965997
V2,V9.L1,0,0.0153501008511849
V2,V9.L2,0,0.0162899664520753
V3,V1.L1,0,0.033883309712671
V3,V1.L2,0,-0.114793820904448
V3,V10.L1,0,-0.0637998854075931
V3,V10.L2,0,-0.141533696518382
V3,V2.L1,0,-0.227949325841256
V3,V2.L2,0,0.0138931672091684
V3,V3.L1,0,-0.0581630527632081
V3,V3.L2,0,-0.110993727140257
V3,V4.L1,0,-0.0211980252086486
V3,V4.L2,0,0.0143332166058781
V3,V5.L1,0,-0.0180284442880569
V3,V5.L2,0,-0.0742828516999819
V3,V6.L1,0,-0.0517050602269347
V3,V6.L2,0,-0.00398534605938768
V3,V7.L1,0,0.00804224270784584
V3,V7.L2,0,-0.041887510610609
V3,V8.L1,0,-0.0102530352650252
V3,V8.L2,0,-0.0853903762658512
V3,V9.L1,0,-0.0326635334633484
V3,V9.L2,0,-0.0707285015538777
V4,V1.L1,0,-0.0985566032303556
V4,V1.L2,0,-0.372869314581365
V4,V10.L1,0,-1.02729822643621
V4,V10.L2,0,-0.145316109618162
V4,V2.L1,0,0.180939408366737
V4,V2.L2,0,-1.08123579825789
V4,V3.L1,0,-0.165528833590413
V4,V3.L2,0,-0.195127713939793
V4,V4.L1,0,0.00663530690575316
V4,V4.L2,0,-0.00556641965695352
V4,V5.L1,0,0.0677422855778171
V4,V5.L2,0,2.85010637278811
V4,V6.L1,0,0.32155401314775
V4,V6.L2,0,0.34653237698666
V4,V7.L1,0,-0.224951175937598
V4,V7.L2,0,0.302520584900035
V4,V8.L1,2.88225866622401,-0.0809639950331714
V4,V8.L2,0,-0.541599907634423
V4,V9.L1,0,0.22167562487469
V4,V9.L2,0,0.582689924984251
V5,V1.L1,-0.673711300920837,-0.77065629760316
V5,V1.L2,0,-0.0189365572955854
V5,V10.L1,0,0.154264134437262
V5,V10.L2,0,0.198091240755422
V5,V2.L1,0,-0.506509278723472
V5,V2.L2,0,-0.264888837778591
V5,V3.L1,0,0.0130064654745734
V5,V3.L2,0,-0.152090000603322
V5,V4.L1,0,-0.0213205890136945
V5,V4.L2,0,-0.207848691186384
V5,V5.L1,0,0.0299483384966292
V5,V5.L2,0,-0.0407604825409633
V5,V6.L1,0,0.0320948178115138
V5,V6.L2,0,0.00654523588549628
V5,V7.L1,0,0.0839862217015962
