eq,variable,betas_dgp,corr_estimate
1,1,0.0665704720912712,0.252520757035672
1,10,0.0353771183761305,-0.522929470160805
1,100,0.0506669600342843,0.00690652739486963
1,101,0.0639072795108424,0.528198626851668
1,102,0.00738467327392871,0.272230409322244
1,103,0,-0.171295019275398
1,104,-0.0212994843538838,-0.0895937546367539
1,105,-0.0937210012866526,-0.534574242907844
1,106,-0.0803410379573228,-0.0234072973305773
1,107,0.0482030161407566,-0.228599272593085
1,108,-0.0451089187683711,-0.080617166291834
1,109,-0.00846149933249307,-0.0357690597708417
1,11,0.0679547745948843,0.497554195822054
1,110,0,0.079555316926601
1,111,0,0.275456466267058
1,112,0.0925121244268986,0.347744545086586
1,113,0,0.385250197002586
1,114,-0.035216386279121,0.162675323911842
1,115,0.0305533584802482,0.253457700219205
1,116,-0.0480585472008396,0.266358618263481
1,117,-0.0510913900481813,-0.255585391257625
1,118,0.169561286812894,-0.0636928294004983
1,119,0.0465739881987593,0.180355196250622
1,12,0.0174020750050607,-0.0256176714705261
1,120,0,-0.145915367782092
1,121,0.101759100952643,-0.216765525949376
1,122,0.0605833061984102,0.272433278415026
1,123,0.0937615906814641,0.0187725542217503
1,124,0,0.246821947158457
1,125,0.0353649107133184,-0.0322001805568962
1,126,0.196397709312648,0.233446652922531
1,127,0,0.34768422739715
1,128,0.0206559789229324,0.409972444383144
1,129,0.0413089945831309,-0.314720279190601
1,13,-0.119120042669452,-0.239941829719742
1,130,0,0.369137250285314
1,131,-0.141453196601015,-0.349903893929109
1,132,-0.0300160434078752,0.194540984738217
1,133,-0.104291324564474,-0.0555760026911667
1,134,0.127293802353198,0.460844436489524
1,135,-0.0207553293399671,0.262892569562679
1,136,0,0.449710271892437
1,137,0,0.214555045974133
1,138,-0.0896732464097742,-0.579571228245119
1,139,-0.00243558143792419,-0.348703773204641
1,14,-0.0929505653148894,0.258674950488355
1,140,0,0.275421358615964
1,141,0,0.482004265465273
1,142,-0.0650995953433409,0.367372346445706
1,143,0,-0.421442333431398
1,144,0.198349930759653,-0.190033633232175
1,145,0,0.127694684652305
1,146,0,0.409198698439101
1,147,0.0441633463366584,0.346908564431229
1,148,0.0904466791058753,0.462487131779284
1,149,-0.0469946539315438,-0.375422973252728
1,15,0.0265237877963155,-0.152508007362121
1,150,-0.123456911940316,0.0464068415873785
1,151,0,-0.0886497260115799
1,152,0,0.159696441979035
1,153,-0.0803084219529469,0.114270142972682
1,154,-0.0622863743726395,0.114216582395995
1,155,-0.0204943421392786,0.136279863228236
1,156,-0.0598379917709456,-0.463380604141963
1,157,0.139252833901339,0.199704337935372
1,158,-0.0286706798604735,0.177182582525406
1,159,0.0220907947370671,0.303899185853259
1,16,-0.0718005113753263,0.0186994662479181
1,160,0,-0.160705152262152
1,161,0,0.348420114461434
1,162,-0.0730407290977751,0.3968508803813
1,163,-0.138242272134042,-0.0325006497347234
1,164,-0.0295651471381919,0.0565192210352915
1,165,0.0714709659346612,-0.23214754146495
1,166,0.0853464284346944,-0.129372081808484
1,167,0.0145022729743933,0.236936533124221
1,168,0,0.213519262005838
1,169,0,0.184087524727265
1,17,0.0712131717300555,-0.262750201846045
1,170,0,0.199915747557624
1,171,0,-0.0212719227596009
1,172,0.1182161209685,-0.0230032748044189
1,173,0,0.0151334199334372
1,174,-0.0818762959945154,-0.319464563605997
1,175,0,0.0446841026779441
1,176,-0.0339633817687686,-0.146258801269599
1,177,0.159924014710977,-0.0970692367649072
1,178,-0.130918259792707,-0.273185671100977
1,179,0,-0.237675415594115
1,18,0,0.158523427647042
1,180,0.178854141326483,-0.102833991294851
1,181,-0.0157601774295312,0.450538590140338
1,182,-0.0228926196873381,-0.453847473410732
1,183,-0.0221824797581273,0.103917581039979
1,184,-0.161262142643068,-0.118763493475206
1,185,0.00195040894072057,0.365678344686499
1,186,0.0659093248693986,0.350626321232816
1,187,0,0.0172530335550495
1,188,-0.0539642451071386,-0.0534378617430732
1,189,0,-0.0292371766813838
1,19,-0.110481996888,0.13021177026345
1,190,-0.0398932789254626,0.102718759682142
1,191,0.000252581452331535,0.102050511567113
1,192,0.0755251673568573,-0.280191432703386
1,193,0,-0.0417379001097686
1,194,0,-0.0235228352387002
1,195,0.0358188216903482,0.30005502870687
1,196,-0.0544021450343365,-0.190723129689305
1,197,0.183009284047378,-0.0276730199281146
1,198,0,0.233767538200499
1,199,-0.0548835058924306,0.337141034043834
1,2,0.00594061219186089,-0.171847430847281
1,20,0,0.367862487161496
1,200,0,0.120687460525048
1,201,0,-0.173718328384091
1,202,-0.00561002249994577,0.279169060176487
1,203,0,-0.133637841550097
1,204,0.0404441819766153,0.314501615501815
1,205,-0.0946733438807424,-0.175614636661789
1,206,-0.0448677238598072,0.0115243271321156
1,207,0,-0.139824268402217
1,208,0,0.132101956634538
1,209,0,0.380131772645525
1,21,-0.149640011195024,-0.0551888750102936
1,210,0,0.0121122666107785
1,211,-0.11632320334135,0.579473621593355
1,212,0.0203381700964692,-0.165573884995544
1,213,0,-0.364715621261021
1,214,0,-0.0390512585587046
1,215,0.0524142937173179,0.00912437592028266
1,216,0.168741954756463,-0.0194914031462488
1,217,0.0505754837942204,0.452288931787268
1,218,-0.0482087668153584,-0.374175900162622
1,219,0.238764078829404,0.331426064267858
1,22,0,0.0229926087384365
1,220,-0.0514468382603578,0.145212486737589
1,221,0.114896974402557,-0.140619569090469
1,222,0.00559162656571094,0.214354992697862
1,223,-0.0226170921836294,-0.200179144736299
1,224,0,-0.0686455972134968
1,225,0.0388511145638197,-0.0774662826469325
1,226,-0.0748716430790404,0.304821804518494
1,227,0.0481369878152752,-0.161633446136339
1,228,0,-0.0703175026852053
1,229,0,0.203855112108843
1,23,0,-0.247691873453702
1,230,0,0.0770104125017793
1,231,0.0267593318488309,0.132194177443226
1,232,-0.0423543766039632,0.445875331921765
1,233,0.116259870176481,0.530687959615634
1,234,0,-0.122836911644564
1,235,-0.0688574075557691,-0.139210333681497
1,236,0,-0.0463889980100789
1,237,0,0.0842292455520929
1,238,0,-0.00620858161675786
1,239,0.144731125211535,0.070381516528124
1,24,0.108079447012884,0.192591802350135
1,240,0,0.370583915487506
1,241,-0.0379755355104624,-0.0849299518556138
1,242,0.0120140717551964,-0.196427339953669
1,243,-0.00735435022877706,-0.191933812379719
1,244,-0.177735229182042,-0.44075485544735
1,245,0,-0.223068733960532
1,246,0,0.283162384436148
1,247,0.105458389752453,0.380329260793229
1,248,-0.126062236957832,-0.268149471587739
1,249,0,-0.0259521185456582
1,25,-0.00657845575834031,0.299350371328093
1,250,0.0417182167955227,0.469057043205736
1,26,-0.0934240454526497,0.414418640320313
1,27,0,0.253018582200028
1,28,-0.104135964555704,-0.529929257376324
1,29,0.0061167880661482,0.048086202260065
1,3,0,-0.312652229742677
1,30,0,0.328772488788984
1,31,0,-0.0191406281722667
1,32,0,0.329344290969269
1,33,-0.0283157737841746,-0.354424264210425
1,34,0,0.0564319585389182
1,35,0.0131516317634472,-0.106123200542948
1,36,0,0.308774907235295
1,37,0,0.0434397043506216
1,38,0.101670642119964,-0.198115356268928
1,39,0.0633400694918379,-0.0227370020907734
1,4,-0.0546861597348325,0.406137155510662
1,40,0,0.353796462767676
1,41,-0.00678082019686184,-0.482941105493066
1,42,0.0569063413548017,0.00561937360865444
1,43,0,-0.23870926273969
1,44,0,-0.0634150341140798
1,45,-0.13557251983257,-0.436262393269293
1,46,-0.0441838230269481,0.132641556458532
1,47,0.0985316252834406,0.352039726775853
1,48,-0.178020157134398,0.222568933197258
1,49,0,0.49785341785265
1,5,0.123421753324223,0.659142032562145
1,50,0,-0.218332311834758
1,51,0.102172133633465,0.281311306464034
1,52,0,-0.518471662913651
1,53,0,-0.287267108661921
1,54,0,-0.0447125817393693
1,55,0,0.108856972731142
1,56,-0.106858522921247,0.141776741204488
1,57,0.0517237661219025,-0.100108711416017
1,58,0.068423630633645,-0.292138649116503
1,59,0.0712695752229592,0.117623926926225
1,6,0.097312067078824,0.032437874362962
1,60,0.0446023851268969,0.250544255807787
1,61,-0.0203202768568899,0.0206490720702323
1,62,0,-0.180426095369684
1,63,0,-0.0807286338408233
1,64,-0.0636177147584425,0.217464669775191
1,65,-0.0691458059770413,0.447282589502188
1,66,0.135564139864818,-0.0154425306363004
1,67,0,-0.040660279010044
1,68,0,-0.0782943518628603
1,69,-0.00701482286044163,-0.222744644975274
1,7,-0.0341896210273754,-0.173726718154996
1,70,0,-0.118366378808086
1,71,0,-0.233323584768996
1,72,0,0.128169537053043
1,73,-0.0714407955267605,0.0956341483313593
