eq,variable,betas_dgp,cov_estimate
1,1,0,-0.0467987169048562
1,10,0,-0.89176904668063
1,2,0.0340606528923266,-0.14709398658898
1,3,0,-0.227427313333029
1,4,0.11073570746677,-0.366650393327114
1,5,-0.51430677587698,-0.565130781851157
1,6,-0.629673893259801,-3.20635533691585
1,7,-0.146609332787232,-0.438081321017792
1,8,0,-0.206841145480628
1,9,0,0.223437989139538
10,1,0.518923285038229,0.268554478669049
10,10,0.0752420670262884,0.261403812066733
10,2,0.1033571887929,1.91388123533285
10,3,0.373798662610999,0.47501654226007
10,4,0,0.0114352100621812
10,5,0.940316612028692,0.519473137045111
10,6,0,0.347490895043961
10,7,-1.12575887833297,-1.53264927836734
10,8,-0.196746255754093,-0.341420634411595
10,9,0.240227148451271,-0.0484343600803302
2,1,0,-0.514495869105066
2,10,-1.040954867276,-3.5510784476805
2,2,0,-0.59847553938853
2,3,0,-0.994848251192245
2,4,0,0.0257944516753015
2,5,0,-0.699100188784535
2,6,0,-1.18165409160913
2,7,-0.355119955334023,-1.80036908930404
2,8,0,-0.589891636738986
2,9,0,-0.927008148132588
3,1,0,-0.374391348483753
3,10,-0.32057167056918,-1.16151098914157
3,2,0,0.00364020666866349
3,3,0,-0.550475019072684
3,4,-0.555942679455149,-0.372257609840829
3,5,0.139639125228469,-0.284376957876675
3,6,0,-0.43291003805476
3,7,-0.386276101186396,-1.06544551475533
3,8,0.377196266306689,-0.190207216287681
3,9,0,-0.13334699416905
4,1,0,0.0777354180795999
4,10,0.0936931629161352,0.247628182406701
4,2,0,0.305746051484248
4,3,0,0.228062552435423
4,4,0,-0.0120672462094275
4,5,0,0.089293776781763
4,6,0,0.403866817293565
4,7,0,0.297204409320823
4,8,0.551216802245563,0.239758244102444
4,9,-0.29893753564968,-0.0987738509634916
5,1,0,-0.308691972974871
5,10,0,-0.112977273211065
5,2,0.128725909823648,0.406951910561606
5,3,0,0.116439033570689
5,4,0.316887866469948,0.16619914098684
5,5,0,0.0480593159663076
5,6,0.109816396594481,0.600831021147223
5,7,-0.290339423068484,-0.53145595869025
5,8,0.0910233038915189,-0.0224686196834014
5,9,0,-0.0379489713703635
6,1,0.674613649981921,2.92803642026799
6,10,-0.173656820490699,-0.193110762543527
6,2,0.618389134574674,3.88013142503539
6,3,0,1.77768866963392
6,4,0,-0.339819010110502
6,5,-0.21421556957476,0.0238306365501458
6,6,0.162382434657543,-0.0331678543961916
6,7,0,0.857583648790377
6,8,0.510181856341863,0.439818242351472
6,9,0.046105876589874,-0.748842734996504
7,1,-0.323995613931157,-0.827480493941181
7,10,0.140790437188548,0.24565411508898
7,2,0,0.459047013711196
7,3,0.366240250002487,-0.124909617434781
7,4,-1.13044967239624,-0.620062530634175
7,5,-0.17690846979008,-0.0836305893988738
7,6,-0.15212077308914,-0.985799807756501
7,7,-0.521493806173177,-0.801429470208846
7,8,0.575317406911518,-0.025587299651623
7,9,0,0.431166386952893
8,1,0,-0.176617318675663
8,10,0,-0.031775708740836
8,2,0,-0.0414262939796944
8,3,0,-0.124101206944282
8,4,-0.0197361664843117,-0.0725798730129615
8,5,0,0.00294638016569716
8,6,0,-0.136141862390526
8,7,-0.086005872361855,-0.198192944395556
8,8,0.187326211321507,0.0996645145540861
8,9,0,0.178648948827726
9,1,-0.031990569536377,-0.683737976138912
9,10,0,0.45089518915994
9,2,0,0.146842734683901
9,3,0,0.0776512874684058
9,4,0.376277570076691,0.38629416355467
9,5,0.954406760030221,0.727471396334775
9,6,0,0.400742800150564
9,7,-0.206196789987911,-0.149049319818099
9,8,0,0.126668723865316
9,9,0,0.240743439966448
