eq,variable,beta,beta_estimate
V1,V1.L1,-0.104073845363831,0.0211089929546453
V1,V1.L2,-0.127526174429455,-0.188687476573676
V1,V10.L1,-0.0998220750569026,0.0193500553926846
V1,V10.L2,0.0673542838833468,0.148206096958701
V1,V2.L1,0.129165722282695,-0.0474448582770679
V1,V2.L2,-0.432397254172634,0.381625089716148
V1,V3.L1,-0.0166063293966423,0.259042290279716
V1,V3.L2,-0.017891366918522,0.125409451766593
V1,V4.L1,0,-0.27742039232604
V1,V4.L2,-0.0679376171702376,-0.10065382374151
V1,V5.L1,-0.254933139500717,0.412157285418164
V1,V5.L2,0.229296733767279,0.00739567291056685
V1,V6.L1,0.0629428907688523,-0.159705083316029
V1,V6.L2,0.384086635214161,-0.113008549097901
V1,V7.L1,-0.000615124967130147,-0.164287075990615
V1,V7.L2,0.0696595710353494,-0.177192453897015
V1,V8.L1,0,-0.0512843483360581
V1,V8.L2,0.0925625989270304,0.0863146972521552
V1,V9.L1,0.0113414780439872,-0.106687275852017
V1,V9.L2,-0.0545297681336833,0.305420235723152
V10,V1.L1,-0.380359897298769,-0.366474158890674
V10,V1.L2,0.0066558930997077,0.234673722851841
V10,V10.L1,0.00341877609894394,0.0316992579532667
V10,V10.L2,-0.221188101555579,-0.394739193646556
V10,V2.L1,0.39605157108641,-0.441625530494112
V10,V2.L2,-0.118663231263899,0.464159097708064
V10,V3.L1,-0.0345585974022562,-0.0184883582558341
V10,V3.L2,0,0.556075713726306
V10,V4.L1,0.398819551414702,0.143918351180438
V10,V4.L2,-0.269833224959487,0.127618966708455
V10,V5.L1,-0.0739823525853454,-0.236456231970827
V10,V5.L2,-0.12185307725541,-0.138798118147108
V10,V6.L1,-0.164505745257808,0.409788191599138
V10,V6.L2,0.0786566674201863,0.300318815884684
V10,V7.L1,0.31239345050545,0.719743306240692
V10,V7.L2,0.229533595613085,0.188043161340194
V10,V8.L1,-0.0848201761907512,-0.242298415220405
V10,V8.L2,0.213251207345563,-0.361142390414939
V10,V9.L1,0.162656015431085,-0.089028194422975
V10,V9.L2,-0.0611046689165776,-0.193805847003211
V2,V1.L1,0.192376452811816,-0.29002471822609
V2,V1.L2,0.123445916138656,-0.222626790114075
V2,V10.L1,-0.285658831918322,0.078306154249261
V2,V10.L2,-0.0858100388566708,0.0385454258391489
V2,V2.L1,-0.343702977833695,-0.0358759171968011
V2,V2.L2,-0.108401079016343,-0.317879036496478
V2,V3.L1,0.375608144758712,-0.342910715069492
V2,V3.L2,0.106155199296993,-0.2027030189389
V2,V4.L1,0.0650249099031542,-0.0713433574822205
V2,V4.L2,-0.136887153074646,0.136651344562049
V2,V5.L1,0.164511103180014,0.132205678376659
V2,V5.L2,-0.0200558869546202,-0.322895283100178
V2,V6.L1,-0.128169879986234,-0.171278046454841
V2,V6.L2,-0.027353356991838,0.0873841826427722
V2,V7.L1,-0.0611271643445536,-0.174190500967999
V2,V7.L2,0.134170426143355,0.256198684137691
V2,V8.L1,-0.0322046256878683,0.0849183700789246
V2,V8.L2,0.0327439216306095,0.19128723124677
V2,V9.L1,0,0.251360312224888
V2,V9.L2,0.248549023815517,0.115703819628017
V3,V1.L1,-0.322003080469681,-0.392502171664285
V3,V1.L2,-0.192614819201823,-0.687045681184546
V3,V10.L1,0.269986108394296,0.138813902237009
V3,V10.L2,-0.159470278411255,0.222547934969438
V3,V2.L1,0.171766445026799,0.48918374636037
V3,V2.L2,0.0731700870726633,0.0540850981388249
V3,V3.L1,0,0.0674356022063369
V3,V3.L2,-0.183605086419207,-0.299948269889444
V3,V4.L1,-0.601102061107973,-0.287326894217526
V3,V4.L2,-0.361357881091979,0.0169707071028189
V3,V5.L1,0.243214030868345,0.568728937153474
V3,V5.L2,0.0358042533791777,-0.115424768864404
V3,V6.L1,-0.284536904428443,-0.360685538118823
V3,V6.L2,-0.0146375303561151,-0.114684658304902
V3,V7.L1,0.0259364441374727,-0.592402481622743
V3,V7.L2,-0.105928180644583,0.143623393579647
V3,V8.L1,-0.0166532886255452,0.0195149396965564
V3,V8.L2,0.141255698838091,0.345603649399872
V3,V9.L1,0,0.280343361852428
V3,V9.L2,-0.0915406589138279,0.517092823669902
V4,V1.L1,0.423957006423646,0.951781438169264
V4,V1.L2,-0.000897996566790266,0.61817660208997
V4,V10.L1,0.0229875696496595,-0.462439171026824
V4,V10.L2,-0.466565556096504,-1.04640912765313
V4,V2.L1,-0.32655606410698,-0.181169231049281
V4,V2.L2,0.013314779026045,0.668819202413673
V4,V3.L1,0.387765984584182,0.404692682483435
V4,V3.L2,-0.000555213141371772,0.827548228948677
V4,V4.L1,0.264400287021505,0.151943913720079
V4,V4.L2,-0.180071597241913,-0.709951242452379
V4,V5.L1,-0.397060332779359,0.214229567005504
V4,V5.L2,-0.162792401380785,0.478562086755376
V4,V6.L1,0.2360727620801,0.520379075932473
V4,V6.L2,0.116563260087078,-0.434315970039227
V4,V7.L1,0,0.742883457928398
V4,V7.L2,-0.0102935287911353,-0.550904866638814
V4,V8.L1,-0.273615888331397,-0.75856276077835
V4,V8.L2,-0.514107552557249,-0.396360778088749
V4,V9.L1,0,-1.20218132152121
V4,V9.L2,-0.365750763870402,-0.368606723806777
V5,V1.L1,0.0714390504100261,-0.530520408861342
V5,V1.L2,-0.0152120993179109,-0.270197737088127
V5,V10.L1,0.282304753194708,0.107616583523122
V5,V10.L2,0.310293677712542,0.372760414225994
V5,V2.L1,0,0.0385967609939447
V5,V2.L2,0.107056111136567,-0.396577094542618
V5,V3.L1,-0.118293322557085,-0.213465378098514
V5,V3.L2,-0.0441902320467338,-0.213442169017627
V5,V4.L1,0.208865196477961,-0.165864051897686
V5,V4.L2,-0.248532495860627,0.329873167292142
V5,V5.L1,0.233516715556453,-0.00142759283159022
V5,V5.L2,-0.047176128267835,-0.497506226300971
V5,V6.L1,-0.130954783511691,-0.229267439176238
V5,V6.L2,-0.215045525908657,0.228105443765412
V5,V7.L1,0.208890143941636,-0.179130095892118
V5,V7.L2,0.122284562464893,0.346173264562574
V5,V8.L1,-0.494301490282544,0.167081002288779
V5,V8.L2,0.0131136007465441,0.27266842027612
V5,V9.L1,0,0.505623671949452
V5,V9.L2,0.260531858993688,0.293782444420303
V6,V1.L1,-0.229896549521869,0.695358092699696
V6,V1.L2,0.0963147995648974,-0.271521339746141
V6,V10.L1,0.0423147053686345,-0.511693547229429
V6,V10.L2,-0.296880441805588,-0.503881458634372
V6,V2.L1,0.169018221475124,0.716131295780086
V6,V2.L2,-0.00846459975345205,1.04638432394725
V6,V3.L1,0.234257228718951,0.98223753633146
V6,V3.L2,-0.0469307215332889,0.397482958131226
V6,V4.L1,0.101166569007893,-0.148152554872708
V6,V4.L2,-0.191413964410771,-0.743179931631206
V6,V5.L1,-0.249390371770085,0.580679990495502
V6,V5.L2,-0.116904381600831,0.888159523440225
V6,V6.L1,-0.217016375374671,0.215964633097818
V6,V6.L2,0.157950195685696,-0.751420796433719
V6,V7.L1,-0.166152008863907,0.210590775726507
V6,V7.L2,-0.221490091297349,-0.849146070672675
V6,V8.L1,0.235677819056239,-0.619348697042516
V6,V8.L2,-0.243017227592592,0.0351692761842251
V6,V9.L1,0,-0.823919640662588
V6,V9.L2,-0.166870311495266,0.206243826103952
V7,V1.L1,0.137283862616006,0.2883943356546
V7,V1.L2,0.0350081228737814,-0.0900873029291089
V7,V10.L1,0,-0.472333629975408
V7,V10.L2,-0.283467535419148,-0.196572556138474
V7,V2.L1,0.131253644762147,0.22687964807528
V7,V2.L2,0.0306279715860472,0.983697329036603
V7,V3.L1,0,0.472716488553335
V7,V3.L2,0.167129402094313,0.30756559646809
V7,V4.L1,-0.381841148460295,-0.025228175610341
V7,V4.L2,-0.191571354886593,-0.308912216012406
V7,V5.L1,0,0.0296480303106
V7,V5.L2,-0.0864434065577918,0.623152110788003
V7,V6.L1,-0.262286451345226,0.189301581675095
V7,V6.L2,0.233528149443755,-0.46168026526814
V7,V7.L1,0.209593169303313,-0.0505949239949821
V7,V7.L2,0.273152766440399,-0.511337316825611
V7,V8.L1,-0.0413663638132394,-0.388141930287274
V7,V8.L2,-0.444856198366978,0.0736455474960174
V7,V9.L1,-0.158513023847537,-0.345077696306117
V7,V9.L2,-0.153734614322593,0.0187750972232848
V8,V1.L1,-0.13353036992217,-0.482754118671483
V8,V1.L2,-0.25438100528626,1.06722415676587
V8,V10.L1,0,0.32811109170349
V8,V10.L2,-0.0958258023862574,0.00193243361106978
V8,V2.L1,-0.172540642698238,-0.821406274750906
V8,V2.L2,0.183775024433827,-0.296935859966353
V8,V3.L1,0.129597818637745,-0.902708105228004
V8,V3.L2,0,0.235238117196516
V8,V4.L1,-0.434570901339339,0.479047591318909
V8,V4.L2,-0.230513354273719,0.443374268603067
V8,V5.L1,-0.1275404441381,-0.623672818239285
V8,V5.L2,0.177271856720205,-0.333664941417968
V8,V6.L1,0.588978806505677,0.286315318283727
V8,V6.L2,-0.173854981323119,0.621562325764913
V8,V7.L1,0.0654747545511479,-0.000759076263729878
V8,V7.L2,0.54366937170045,0.849640967169719
V8,V8.L1,0.204700708074652,0.00206468599200262
V8,V8.L2,-0.138066635161635,-0.455453926302088
V8,V9.L1,0.152422712858082,0.194816619968221
V8,V9.L2,-0.247443373354932,-0.698960798876752
V9,V1.L1,0,-0.493785079281323
V9,V1.L2,0,0.347832973329742
V9,V10.L1,-0.0152362777282322,0.47369323317213
V9,V10.L2,-0.0430021028799059,-0.274920495262925
V9,V2.L1,-0.29851480585358,-0.404015010860169
V9,V2.L2,0.534837068241278,-0.351951865811408
V9,V3.L1,0.346269435552424,-0.65553512839637
V9,V3.L2,0,-0.154157897046684
V9,V4.L1,0.432490326216213,0.572080403714602
V9,V4.L2,0.0102635832533521,0.382708355997484
V9,V5.L1,-0.1942576266552,-0.510550660549384
V9,V5.L2,0.209424452236333,-0.279412399709739
V9,V6.L1,-0.0420336908795102,0.33911235138148
V9,V6.L2,-0.0103249161965594,0.536767543407123
V9,V7.L1,-0.277967596464525,0.443114767597048
V9,V7.L2,0.482916151546349,0.627903221867549
V9,V8.L1,0.0438735305537393,0.230204326676972
V9,V8.L2,-0.308469202406125,-0.500329447836587
V9,V9.L1,0.0146256196890847,0.282536505341086
V9,V9.L2,0,-0.622889486794595
