eq,variable,betas_dgp,cov_estimate,corr_estimate,beta_estimate
1,1,0,-0.145955822554475,-0.15004021422949,-0.122945233451891
1,10,0,0.00924604855205549,0.00627809865416726,0.00242373988985129
1,100,0,-0.409974494418551,-0.178097863292102,-0.068200461409873
1,101,0,-0.498689916468887,-0.23745993767604,-0.117129871232966
1,102,0,-0.0847568431525109,-0.0547056302306565,-0.0509783087223226
1,103,0,-0.135546661182334,-0.0638533916110258,-0.0319594234057087
1,104,0,-0.00790507938914219,-0.0084099149313534,-0.0349422798540521
1,105,0,0.696372892226651,0.337377244596399,0.16251725621842
1,106,0,0.338806964765325,0.103668368310645,0.031669718724724
1,107,0,0.494573009182542,0.306456960443437,0.189977411037904
1,108,0,0.469760141898454,0.234132324425837,0.112077235152467
1,109,0,-0.177231516370461,-0.0835007309443582,-0.0521340360657028
1,11,0,0.164710424496647,0.0806165070771516,0.0423269079584587
1,110,0,-0.018514440664422,-0.0112910578260255,-0.00171597990771671
1,111,0,0.279612182480228,0.107988644685232,0.038844066875478
1,112,0,0.234653892498957,0.13874312754778,0.0769151017207938
1,113,0,-0.321119704594727,-0.140922745969497,-0.0546221190273616
1,114,0,0.0239036542123959,0.00920266301112166,0.000674401339515953
1,115,-0.0290303974920705,0.424597930466964,0.180302150710518,0.070100314589401
1,116,0,-0.592322810041602,-0.29598460831972,-0.139963713332668
1,117,0,-0.156710040159526,-0.0908501580726417,-0.0543474131985617
1,118,0,-0.324755908956706,-0.103573188256209,-0.024580718034196
1,119,0,0.0332181777492926,0.0187646264554208,0.0212072629385384
1,12,0,-0.0117302720666802,-0.00854491713905142,-0.00806694122007404
1,120,0,-0.834621495507227,-0.231850517685042,-0.0551485733297076
1,121,0,0.523774063829135,0.170462180039624,0.0564774898860614
1,122,0,-0.240031716797043,-0.132923946916585,-0.0790217424043739
1,123,0,-0.0882044448886293,-0.0698720036366816,-0.0622630609743821
1,124,0,0.0479340271517607,0.0328025566901515,0.0235050646951132
1,125,0,-0.408901775146183,-0.176745284450308,-0.0796272289242019
1,126,0,0.368921533311205,0.151117802675444,0.0576881660206712
1,127,0,1.28590684097783,0.27400755564576,0.060129111840872
1,128,0,-0.662448022119928,-0.199873906324144,-0.0471400932913167
1,129,0,0.141937521904812,0.0686705158192892,0.040772221759158
1,13,0,-0.491751756587417,-0.117769454711451,-0.0290811497129765
1,130,0,0.298745647045976,0.125225088899674,0.0500596302513882
1,131,0,-0.605626723738817,-0.156035428097745,-0.0340803275836241
1,132,0,-0.327604486892784,-0.144244714542416,-0.0591278319281287
1,133,0,-0.35678643100998,-0.129827479976856,-0.0496406705950666
1,134,0,-0.102027519656284,-0.061688020883146,-0.0182418113250647
1,135,0,0.171407818216836,0.112835306953657,0.0632107136740849
1,136,0,-0.0491526308295129,-0.0319147907418619,-0.0207627424013085
1,137,0,-0.163136717395624,-0.0935188309835009,-0.0379242801295174
1,138,0,-0.709510001682124,-0.229097929480097,-0.0760365931055491
1,139,0,0.233831671748336,0.134713057072097,0.0669963867426807
1,14,0,0.030225163694981,0.010785495117559,0.00309617678276888
1,140,0,0.52535677125571,0.129754052695055,0.031907989566223
1,141,0,0.152255071185635,0.0606758452130959,0.01910799690911
1,142,0,0.409025570188711,0.216606117756932,0.101351265115799
1,143,0,-0.00568760171368258,-0.00289816539724471,-0.00255288721773954
1,144,0,0.0496995792640191,0.0145063569224478,0.00647036800374818
1,145,0,0.349037080094792,0.204960230487011,0.1272174842566
1,146,0,0.0538844734691381,0.0298313012120619,0.0185098276380316
