eq,variable,beta,beta_estimate
V1,V1.L1,0.0678717843072677,-0.0165816523910156
V1,V1.L2,0.00756977982982896,-0.0740368862021339
V1,V10.L1,0.0354941806143436,-0.0995469212875382
V1,V10.L2,0.158771460718385,-0.0202982697818113
V1,V100.L1,-0.0380630364294611,0.164720293892249
V1,V100.L2,0.0747941300879122,-0.0433148131092788
V1,V101.L1,-0.02474777721839,0.026069363146763
V1,V101.L2,-0.0243640713218863,0.114183526848305
V1,V102.L1,0,-0.111597621424209
V1,V102.L2,0.0259538478958702,-0.134473146693103
V1,V103.L1,-0.0756808027770479,0.13086437242488
V1,V103.L2,-0.0294764799000935,-0.205679893537223
V1,V104.L1,-0.034160675390113,-0.00817041960374146
V1,V104.L2,-0.024906906436717,0.0488486658345777
V1,V105.L1,-0.0128588220891959,0.113404811342538
V1,V105.L2,-0.0374529294926956,-0.109115116761196
V1,V106.L1,0.0353004611117762,0.0314877695727793
V1,V106.L2,0,0.184502749883855
V1,V107.L1,0.0422015082459764,0.192694490100927
V1,V107.L2,0.0961862585797776,-0.0874472259036208
V1,V108.L1,0.00465144511098152,-0.0893392834004006
V1,V108.L2,0.0313559856956253,-0.0564319764412251
V1,V109.L1,0.045803454313002,0.0624953177217397
V1,V109.L2,0.057708624338727,0.218492008235031
V1,V11.L1,0,-0.0141069476193138
V1,V11.L2,0.0642202284870855,0.309965168423255
V1,V110.L1,0.0577210453940493,0.0241578464889702
V1,V110.L2,0.0356176968391316,-0.0362302314653361
V1,V111.L1,0.0109171418992253,-0.18248171277014
V1,V111.L2,0.00415423227314809,0.0659814859791876
V1,V112.L1,0.0356996437060156,-0.114794814269048
V1,V112.L2,-0.0068021922807801,0.0931878717782817
V1,V113.L1,-0.0456077316568184,0.124057013159653
V1,V113.L2,0,-0.0440392738370349
V1,V114.L1,0.0165051071344414,-0.310462002253931
V1,V114.L2,-0.0177748705887204,-0.26849306225582
V1,V115.L1,0.0213501438179106,0.0102966247701491
V1,V115.L2,0.00819953780026402,0.0765025561956147
V1,V116.L1,0,0.183675605398706
V1,V116.L2,-0.0201330599292367,-0.122079185707666
V1,V117.L1,-0.0608941850315078,-0.129178162002266
V1,V117.L2,-0.0620480992898428,-0.0723444102332054
V1,V118.L1,0,-0.0858263066088357
V1,V118.L2,0.0716319875921765,0.258257276961164
V1,V119.L1,-0.026193247371991,-0.285869368656455
V1,V119.L2,0.00146014395963052,-0.00540245921122669
V1,V12.L1,0.0547793041251274,-0.179613931505443
V1,V12.L2,0.00885926632622971,-0.0867935634652789
V1,V120.L1,0.00867049927661592,0.0694946087299589
V1,V120.L2,0,0.0785265995507315
V1,V121.L1,-0.0150915888755694,0.0811103588513205
V1,V121.L2,0,0.00484128475587475
V1,V122.L1,0.0506375218740385,-0.0330835155523123
V1,V122.L2,0.00689249605219411,-0.020938449253676
V1,V123.L1,-0.0586073457176213,0.0941286066067914
V1,V123.L2,0.0990541711916757,-0.225835684974547
V1,V124.L1,0,-0.0460184558409759
V1,V124.L2,-0.00278234998663668,-0.068054523057696
V1,V125.L1,0.0884514046752641,0.0485923222538666
V1,V125.L2,-0.0218610777893624,-0.0783084466053152
V1,V126.L1,0.0125937400998202,-0.122724019432589
V1,V126.L2,-0.019489285361328,-0.202444363271346
V1,V127.L1,0.0453226056635042,0.174825482923463
V1,V127.L2,-0.020387589487067,0.207958522001833
V1,V128.L1,-0.0280115732735321,-0.148456558535306
V1,V128.L2,0,-0.0519440129974511
V1,V129.L1,0.0142349535756205,0.236166872702994
V1,V129.L2,0,-0.0499751325104206
V1,V13.L1,0.0682862785719668,0.133296243455671
V1,V13.L2,0.00378174360829116,0.0190989935880795
V1,V130.L1,0.0149752574793843,0.128575617966468
V1,V130.L2,0.143051035501176,-0.0792642932636558
V1,V131.L1,0.0158723827134815,0.279800427972303
V1,V131.L2,0.00794347972158934,-0.248212643981681
V1,V132.L1,0,-0.197295223790665
V1,V132.L2,0.0631176707336422,-0.151320180103479
V1,V133.L1,-0.0270140232818298,-0.194185053518624
V1,V133.L2,0.0512208645052019,-0.0375418937816333
V1,V134.L1,-0.0700781885486772,0.239588737192346
V1,V134.L2,-0.0230910754004259,0.193688005094687
V1,V135.L1,0.0489588931361752,0.022727949525803
V1,V135.L2,0.0640738332931223,0.165659520294792
V1,V136.L1,-0.0231231740454534,-0.260389397360231
V1,V136.L2,0.0963418049195954,0.106226785157047
V1,V137.L1,0.0387416444601265,0.0282266340231326
V1,V137.L2,-0.0399034187843023,0.270995762751912
V1,V138.L1,0.0658880431510335,0.0498925558815072
V1,V138.L2,-0.0592435619563957,-0.00929481980504999
V1,V139.L1,0,0.0196966562859367
V1,V139.L2,0,-0.243837465104623
V1,V14.L1,-0.0796523185258232,-0.279273514699132
V1,V14.L2,0,0.182889741011221
V1,V140.L1,0.0337821330914233,0.252187446374906
V1,V140.L2,0.0338675023009187,-0.202804240446413
V1,V141.L1,0,0.026365535024503
V1,V141.L2,0,-0.112823949563127
V1,V142.L1,-0.000896633285792129,0.084599805321418
V1,V142.L2,0.040363289044466,0.0330409039796498
V1,V143.L1,-0.0810674599131343,0.110411720210746
V1,V143.L2,-0.011853443404034,-0.246631384852036
V1,V144.L1,0.00605934372278104,-0.00362503935150866
V1,V144.L2,-0.0586079017845014,0.0723408293671755
V1,V145.L1,0.0601848094599126,-0.190970651982892
V1,V145.L2,0.0784186100941451,0.187534392332666
V1,V146.L1,-0.027057051805266,-0.197865804612853
V1,V146.L2,0,0.0102344893311182
V1,V147.L1,-0.0885119802051831,0.0035999770062727
V1,V147.L2,0.0192069219629413,-0.102759861926175
V1,V148.L1,0.0848426264712179,-0.000943071293814174
V1,V148.L2,-0.0283292171246791,0.129607638582808
V1,V149.L1,0,-0.41274749542549
V1,V149.L2,-0.110191051020202,0.0106064465524764
V1,V15.L1,0.0376788432317087,-0.287147708940657
V1,V15.L2,0.0119100886014533,-0.0884935299079019
V1,V150.L1,0,-0.210302549585816
V1,V150.L2,-0.0460211666334778,0.137335025125531
V1,V151.L1,0.0265082038115222,0.176778590374899
V1,V151.L2,0.0229595170042319,-0.110534095231166
V1,V152.L1,-0.0427389632539262,0.16624571993109
V1,V152.L2,-0.0119571557448688,0.131068846569966
V1,V153.L1,0.0032449592677322,-0.0631643286229676
V1,V153.L2,0.16317401801654,0.300238582044497
V1,V154.L1,0.0490255680654714,0.248183524649684
V1,V154.L2,-0.0829317875645869,0.0673288113204294
V1,V155.L1,0.0337010674264576,0.141073828592213
V1,V155.L2,0.0594725818664287,-0.106814173953539
V1,V156.L1,0.024200583395074,-0.0846498924293528
V1,V156.L2,0.122305814453119,-0.0589019103293
V1,V157.L1,0.0235291395353154,0.231117252782393
V1,V157.L2,-0.0343392381832391,0.260239014941046
V1,V158.L1,0.0477649608374413,0.027116279734935
V1,V158.L2,-0.0686192138390624,0.0865930771591515
V1,V159.L1,0.00384905950276472,0.198955447232946
V1,V159.L2,0.0834172305262641,0.114682551086175
V1,V16.L1,-0.0189232178597907,-0.0356187816665026
V1,V16.L2,0,-0.159842077515479
V1,V160.L1,0.016868357823121,0.0532542441075708
V1,V160.L2,-0.0116014277531244,-0.101290966860591
V1,V161.L1,-0.0608910849622202,0.0489284427620343
V1,V161.L2,-0.000148741620436269,0.0403906905979813
V1,V162.L1,-0.0276735621511816,0.104484603740861
V1,V162.L2,-0.0374791123736081,0.140201597032676
V1,V163.L1,-0.0468370770825431,-0.0308226177803919
V1,V163.L2,0,-0.256952440872435
V1,V164.L1,0,0.280890729331816
