eq,variable,beta,beta_estimate
V1,V1.L1,0,-0.131672578888842
V1,V1.L2,0,-0.188434543983372
V1,V10.L1,0,0.0480182375946996
V1,V10.L2,0,0.0446106568022036
V1,V100.L1,0,-0.187283541925296
V1,V100.L2,0,-0.192117733487774
V1,V101.L1,0,0.0545162632431942
V1,V101.L2,0,0.343584527023393
V1,V102.L1,0,-0.192981617317465
V1,V102.L2,-0.120277958135131,-0.099067492848116
V1,V103.L1,0,-0.0578540541176714
V1,V103.L2,0,-0.11930603229929
V1,V104.L1,0,-0.0155877985620992
V1,V104.L2,0,0.0737197334667974
V1,V105.L1,0,0.111762931015696
V1,V105.L2,0,-0.0412664351092618
V1,V106.L1,0,-0.298495860509006
V1,V106.L2,0,-0.0971106946439549
V1,V107.L1,0,0.125531705831643
V1,V107.L2,0,0.106173603637633
V1,V108.L1,0,-0.279325696640042
V1,V108.L2,0,-0.205117130477897
V1,V109.L1,0.299034954126844,0.457893591742834
V1,V109.L2,0,-0.819162293348278
V1,V11.L1,0,0.0528091449111342
V1,V11.L2,0,0.170569037509582
V1,V110.L1,0,-0.105577278177176
V1,V110.L2,0,-0.721928499675278
V1,V111.L1,0,-0.0804974134163137
V1,V111.L2,0,0.287427367468236
V1,V112.L1,0,0.0908302095958004
V1,V112.L2,0,0.346913561970653
V1,V113.L1,0,-0.10692479177791
V1,V113.L2,0,-0.069310511449628
V1,V114.L1,0,0.210805659919912
V1,V114.L2,0,-0.256280307260664
V1,V115.L1,0,-0.19629726261947
V1,V115.L2,0,0.667936730085993
V1,V116.L1,0,-0.143402440786668
V1,V116.L2,0,0.275356384781623
V1,V117.L1,0,-0.0721483023968771
V1,V117.L2,0,-0.0558617578322157
V1,V118.L1,0,0.247890988279685
V1,V118.L2,0,0.114273804233898
V1,V119.L1,0,0.0580241914445842
V1,V119.L2,0,-0.55893134260122
V1,V12.L1,0,-0.118954814563576
V1,V12.L2,0,-5.11318942507193e-05
V1,V120.L1,0,-0.256455778157638
V1,V120.L2,0,0.271731928511909
V1,V121.L1,0,-0.0496625256259876
V1,V121.L2,0,0.171774510655365
V1,V122.L1,0,-0.155784141770435
V1,V122.L2,0,-0.0376744555231121
V1,V123.L1,0,0.0575351746415397
V1,V123.L2,0,0.43117225478553
V1,V124.L1,0,-0.524858521357618
V1,V124.L2,0,0.690247187714165
V1,V125.L1,0,0.150048826288581
V1,V125.L2,0,0.340222986916732
V1,V126.L1,0,0.143939737184667
V1,V126.L2,0,-0.0409809964908562
V1,V127.L1,0,0.0306407773830333
V1,V127.L2,0,-0.258445282155836
V1,V128.L1,0.0555200504982393,0.427162114874561
V1,V128.L2,0,-0.519528731982396
V1,V129.L1,0,0.343024602846686
V1,V129.L2,0,-0.482803271902844
V1,V13.L1,0,-0.777607198199527
V1,V13.L2,0.400062587700797,0.0767689289943367
V1,V130.L1,0,-0.106362374083444
V1,V130.L2,0,-0.220218784231424
V1,V131.L1,0,-0.144517730343759
V1,V131.L2,0,0.49806497371152
V1,V132.L1,0,-0.347935464591433
V1,V132.L2,0,-0.0641383006043109
V1,V133.L1,0,-0.190433102390829
V1,V133.L2,0,0.0824292891315462
V1,V134.L1,0,0.0328098589598216
V1,V134.L2,0,-0.213925689495096
V1,V135.L1,0,0.267185403930129
V1,V135.L2,0,-0.304793256115104
V1,V136.L1,0,0.474200984430927
V1,V136.L2,0,-0.376308968658849
V1,V137.L1,0,0.0990514973170984
V1,V137.L2,0,0.524409280586599
V1,V138.L1,0,-0.432766718119587
V1,V138.L2,0,-0.0733856724200744
V1,V139.L1,0,0.352001917014492
V1,V139.L2,0,0.109604980449244
V1,V14.L1,0,-0.230363755791471
V1,V14.L2,0,-0.0485773238724837
V1,V140.L1,0,0.47942933091615
V1,V140.L2,0,-0.0493209888728317
V1,V141.L1,0,-0.0595769932014483
V1,V141.L2,0,-0.441230298162631
V1,V142.L1,0,0.0998935374428639
V1,V142.L2,0,0.204229722592103
V1,V143.L1,0,-0.0990466788842538
V1,V143.L2,0,-0.0118316897400259
V1,V144.L1,0,0.0394673663742889
V1,V144.L2,0,-0.0869879864476897
V1,V145.L1,0,-0.252712220003424
V1,V145.L2,0,0.00911120121134524
V1,V146.L1,0,0.0919288995323475
V1,V146.L2,0,-0.306170238890578
V1,V147.L1,0,-0.568059360632836
V1,V147.L2,0,-0.0140028859660418
V1,V148.L1,0,-0.00433033622692868
V1,V148.L2,0,0.313509446972415
V1,V149.L1,0,-0.144899233811081
V1,V149.L2,0,0.0249291876023456
V1,V15.L1,0,-0.382456162010446
V1,V15.L2,-0.0328775579300724,-0.00792035358431996
V1,V150.L1,0,-0.195160138200401
V1,V150.L2,0,0.298478526215407
V1,V151.L1,0,0.204313099914294
V1,V151.L2,0,0.00302547045355084
V1,V152.L1,0,0.769501614307495
V1,V152.L2,0,-0.277230438964417
V1,V153.L1,0,-0.62844603155042
V1,V153.L2,0,-0.390138076540951
V1,V154.L1,0,0.00376679988566333
V1,V154.L2,0,0.314926515276938
V1,V155.L1,0,-0.0431294617872884
V1,V155.L2,0,-0.0126212786376576
V1,V156.L1,0,-0.537530026170024
V1,V156.L2,0,-0.224645273126938
V1,V157.L1,0,0.13540259988302
V1,V157.L2,0,-0.044009267252203
V1,V158.L1,0,-0.246716200579614
V1,V158.L2,0,0.570294232130992
V1,V159.L1,0,0.712541130809481
V1,V159.L2,0,-0.0177763724404937
V1,V16.L1,0,-0.498075727943051
V1,V16.L2,0,0.227958784442824
V1,V160.L1,0,0.533719713491875
V1,V160.L2,0,-0.424699183418413
V1,V161.L1,0,0.131613188383913
V1,V161.L2,0,0.431618538491053
V1,V162.L1,0,0.32717881729308
V1,V162.L2,0,-0.201766725210262
V1,V163.L1,0,-0.274515495831393
V1,V163.L2,0,0.345808294060403
V1,V164.L1,0,0.202992690578345
V1,V164.L2,-0.257038581705557,-0.25432649568994
V1,V165.L1,0,-0.260196475797951
V1,V165.L2,0,0.519925195238293
V1,V166.L1,0,0.325271900139213
V1,V166.L2,0,-0.0200469061950722
V1,V167.L1,0,0.238671160144639
V1,V167.L2,0,0.497943154070695
V1,V168.L1,0,-0.169595563275292
V1,V168.L2,0,-0.0834911166610243
V1,V169.L1,0,-0.228711267184146
V1,V169.L2,0,0.27316120657325
V1,V17.L1,0,0.428219360375722
V1,V17.L2,0,0.463321759659578
V1,V170.L1,0,-0.13150804299572
V1,V170.L2,0,-0.57504801537563
V1,V171.L1,0,-0.384051862771472
V1,V171.L2,0,-0.0994368104625877
V1,V172.L1,0,0.240108943738575
V1,V172.L2,-0.0443634960983489,-0.217061211737351
V1,V173.L1,0,0.137185992371888
V1,V173.L2,0,-0.0226136360599849
V1,V174.L1,0,0.328793395397898
V1,V174.L2,0,-0.0142980993938678
V1,V175.L1,0,0.0351394136000914
V1,V175.L2,0,0.0753997748422958
V1,V176.L1,0,0.33802940537955
V1,V176.L2,0,0.113957895686968
V1,V177.L1,0,-0.0858672815691541
V1,V177.L2,0,0.481368135741264
V1,V178.L1,0,-0.256027372787039
V1,V178.L2,0,-0.0429833449179345
V1,V179.L1,0,-0.32291693885208
V1,V179.L2,0.187363226011467,0.298986041962622
V1,V18.L1,0,0.196424145665088
V1,V18.L2,0,-0.0363582259834302
V1,V180.L1,0,0.163542289688067
V1,V180.L2,0,-0.0968117378951995
V1,V181.L1,0,0.172970175238597
V1,V181.L2,0,-0.209721394863868
V1,V182.L1,0.222391591172828,0.0927563592900481
V1,V182.L2,0,-0.126645490999632
V1,V183.L1,0.601800109866638,0.139503358655349
V1,V183.L2,0,-0.610307877098749
V1,V184.L1,0,-0.120264343010744
V1,V184.L2,0,0.0324004127655
V1,V185.L1,0,0.023992537407453
V1,V185.L2,0,0.169694191568591
V1,V186.L1,0,-0.150960352271757
V1,V186.L2,0,0.0387573808770448
V1,V187.L1,0,0.713795011902829
V1,V187.L2,0,-0.0189842145551073
V1,V188.L1,0,0.390501561501201
V1,V188.L2,0,-0.0605951667401401
V1,V189.L1,0,0.368060089481351
V1,V189.L2,0,0.137224820086635
V1,V19.L1,0,-0.0619234518191729
V1,V19.L2,0,-0.15657802114015
V1,V190.L1,0,0.0333425519989335
V1,V190.L2,0,0.30552140855345
V1,V191.L1,0,-0.329261664922612
V1,V191.L2,0,0.09389042256484
V1,V192.L1,0,-0.202550683777581
V1,V192.L2,0,0.079023799730108
V1,V193.L1,0,0.0202285290891222
V1,V193.L2,0,0.0403353911842889
V1,V194.L1,0,-0.301362869225248
V1,V194.L2,0,0.0434061177808767
V1,V195.L1,0,0.118490366972026
V1,V195.L2,0,0.106325203479724
V1,V196.L1,0,-0.204233376758974
V1,V196.L2,0,0.38162703496079
V1,V197.L1,0,-0.33559445875152
